interval_begin_s,interval_end_s,interval_begin_hhmm,edge_id,speed_mean_ms,speed_min_ms,speed_max_ms,speed_std_ms,density_mean_vkl,density_min_vkl,density_max_vkl,density_std_vkl,n_runs
36900.0,37800.0,10:15,4725920#0,8.7100,8.3300,9.0900,0.5374,0.3850,0.3700,0.4000,0.0212,2
36900.0,37800.0,10:15,4725920#1,8.7100,8.3300,9.0900,0.5374,0.3850,0.3700,0.4000,0.0212,2
36900.0,37800.0,10:15,4725920#2,8.7350,8.3400,9.1300,0.5586,0.3850,0.3700,0.4000,0.0212,2
36900.0,37800.0,10:15,4725920#3,8.7350,8.3400,9.1300,0.5586,0.3850,0.3700,0.4000,0.0212,2
36900.0,37800.0,10:15,4725927,12.3500,12.3500,12.3500,0.0000,0.1800,0.1800,0.1800,0.0000,2
36900.0,37800.0,10:15,609715705,9.2750,9.0000,9.5500,0.3889,0.1200,0.1200,0.1200,0.0000,2
36900.0,37800.0,10:15,631597723#0,9.2700,9.0000,9.5400,0.3818,0.1200,0.1200,0.1200,0.0000,2
36900.0,37800.0,10:15,645694987#1,8.8350,8.7700,8.9000,0.0919,0.6250,0.6200,0.6300,0.0071,2
36900.0,37800.0,10:15,645694987#2,8.8350,8.7700,8.9000,0.0919,0.6250,0.6200,0.6300,0.0071,2
36900.0,37800.0,10:15,645694987#3,9.2700,9.0000,9.5400,0.3818,0.1200,0.1200,0.1200,0.0000,2
36900.0,37800.0,10:15,650010534,12.7200,12.3900,13.0500,0.4667,0.1400,0.1200,0.1600,0.0283,2
36900.0,37800.0,10:15,661903030,8.5600,8.5300,8.5900,0.0424,0.2600,0.2600,0.2600,0.0000,2
36900.0,37800.0,10:15,673497910#1,10.2050,9.9100,10.5000,0.4172,0.2150,0.2100,0.2200,0.0071,2
36900.0,37800.0,10:15,678513607,13.5950,12.9000,14.2900,0.9829,0.1650,0.1600,0.1700,0.0071,2
36900.0,37800.0,10:15,681388530#0,13.2250,12.5600,13.8900,0.9405,0.0850,0.0800,0.0900,0.0071,2
36900.0,37800.0,10:15,681388530#1,13.2250,12.5600,13.8900,0.9405,0.0850,0.0800,0.0900,0.0071,2
36900.0,37800.0,10:15,68756023#1,12.6950,11.9900,13.4000,0.9970,0.0850,0.0800,0.0900,0.0071,2
36900.0,37800.0,10:15,68756043#0,12.9550,12.8700,13.0400,0.1202,0.1700,0.1700,0.1700,0.0000,2
36900.0,37800.0,10:15,68756043#1,12.9550,12.8800,13.0300,0.1061,0.1700,0.1700,0.1700,0.0000,2
36900.0,37800.0,10:15,68756101,12.5450,11.7600,13.3300,1.1102,0.0850,0.0800,0.0900,0.0071,2
36900.0,37800.0,10:15,68876071#0,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
36900.0,37800.0,10:15,68876071#1,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
36900.0,37800.0,10:15,68876071#2,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
36900.0,37800.0,10:15,68876071#3,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
36900.0,37800.0,10:15,68876071#4,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
36900.0,37800.0,10:15,723584180#0,8.6800,8.6200,8.7400,0.0849,0.1300,0.1300,0.1300,0.0000,2
36900.0,37800.0,10:15,723584180#1,8.6800,8.6200,8.7400,0.0849,0.1300,0.1300,0.1300,0.0000,2
36900.0,37800.0,10:15,750809955#0,9.2250,8.4600,9.9900,1.0819,0.1200,0.1100,0.1300,0.0141,2
36900.0,37800.0,10:15,775996047#0,10.4600,9.9500,10.9700,0.7212,0.1050,0.1000,0.1100,0.0071,2
36900.0,37800.0,10:15,775996047#1,10.4650,9.9500,10.9800,0.7283,0.1050,0.1000,0.1100,0.0071,2
36900.0,37800.0,10:15,775996047#3,10.5550,10.0000,11.1100,0.7849,0.1050,0.1000,0.1100,0.0071,2
36900.0,37800.0,10:15,775996047#4,10.4650,9.9500,10.9800,0.7283,0.1050,0.1000,0.1100,0.0071,2
36900.0,37800.0,10:15,775996047#5,10.4650,9.9500,10.9800,0.7283,0.1050,0.1000,0.1100,0.0071,2
36900.0,37800.0,10:15,79633771#0,8.7900,8.7300,8.8500,0.0849,0.3800,0.3800,0.3800,0.0000,2
36900.0,37800.0,10:15,79633771#2,8.7950,8.7400,8.8500,0.0778,0.3800,0.3800,0.3800,0.0000,2
36900.0,37800.0,10:15,83207313#1,13.2250,12.5600,13.8900,0.9405,0.0850,0.0800,0.0900,0.0071,2
36900.0,37800.0,10:15,83207313#3,13.2300,12.5600,13.9000,0.9475,0.0850,0.0800,0.0900,0.0071,2
36900.0,37800.0,10:15,858813335,13.3750,12.8600,13.8900,0.7283,0.1650,0.1600,0.1700,0.0071,2
36900.0,37800.0,10:15,858813354#0,12.7050,12.0000,13.4100,0.9970,0.0850,0.0800,0.0900,0.0071,2
36900.0,37800.0,10:15,926028935#0,8.5650,8.5400,8.5900,0.0354,0.2600,0.2600,0.2600,0.0000,2
36900.0,37800.0,10:15,928436139#0,9.2750,9.0000,9.5500,0.3889,0.1200,0.1200,0.1200,0.0000,2
36900.0,37800.0,10:15,928436139#1,9.2750,9.0000,9.5500,0.3889,0.1200,0.1200,0.1200,0.0000,2
36900.0,37800.0,10:15,928436139#2,9.2750,9.0000,9.5500,0.3889,0.1200,0.1200,0.1200,0.0000,2
36900.0,37800.0,10:15,928436140,9.2750,9.0100,9.5400,0.3748,0.1200,0.1200,0.1200,0.0000,2
36900.0,37800.0,10:15,939067973,13.3500,12.8500,13.8500,0.7071,0.1650,0.1600,0.1700,0.0071,2
36900.0,37800.0,10:15,94541123,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
36900.0,37800.0,10:15,953082529#3,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
36900.0,37800.0,10:15,975971053,13.8900,13.8900,13.8900,0.0000,0.1600,0.1600,0.1600,0.0000,2
36900.0,37800.0,10:15,975971055,13.8900,13.8900,13.8900,0.0000,0.1600,0.1600,0.1600,0.0000,2
36900.0,37800.0,10:15,975971057,13.8900,13.8900,13.8900,0.0000,0.1600,0.1600,0.1600,0.0000,2
36900.0,37800.0,10:15,975971059,13.9000,13.9000,13.9000,0.0000,0.1600,0.1600,0.1600,0.0000,2
36900.0,37800.0,10:15,996141193#0,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
36900.0,37800.0,10:15,996141193#1,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
37800.0,38700.0,10:30,-1025366406,9.0200,8.5800,9.4600,0.6223,0.2450,0.2300,0.2600,0.0212,2
37800.0,38700.0,10:30,-1026085894#0,8.5900,7.5800,9.6000,1.4284,0.2600,0.2300,0.2900,0.0424,2
37800.0,38700.0,10:30,-1026085894#1,8.5900,7.5800,9.6000,1.4284,0.2600,0.2300,0.2900,0.0424,2
37800.0,38700.0,10:30,-1026085894#2,8.5900,7.5800,9.6000,1.4284,0.2600,0.2300,0.2900,0.0424,2
37800.0,38700.0,10:30,-104288999,8.7300,8.5100,8.9500,0.3111,0.2550,0.2500,0.2600,0.0071,2
37800.0,38700.0,10:30,-1053066061#2,8.7750,7.8600,9.6900,1.2940,0.3800,0.3400,0.4200,0.0566,2
37800.0,38700.0,10:30,-1053066068#1,8.7750,7.8600,9.6900,1.2940,0.3800,0.3400,0.4200,0.0566,2
37800.0,38700.0,10:30,-1053066068#3,8.7750,7.8600,9.6900,1.2940,0.3800,0.3400,0.4200,0.0566,2
37800.0,38700.0,10:30,-1053066068#4,8.7500,7.8800,9.6200,1.2304,0.3850,0.3500,0.4200,0.0495,2
37800.0,38700.0,10:30,-1053979184#1,13.9000,13.9000,13.9000,0.0000,0.1600,0.1600,0.1600,0.0000,2
37800.0,38700.0,10:30,-1053979387,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
37800.0,38700.0,10:30,-1053979388#1,8.1000,7.2500,8.9500,1.2021,0.1350,0.1200,0.1500,0.0212,2
37800.0,38700.0,10:30,-1053979388#2,8.1000,7.2500,8.9500,1.2021,0.1350,0.1200,0.1500,0.0212,2
37800.0,38700.0,10:30,-1054418205,8.8050,8.3700,9.2400,0.6152,0.3800,0.3600,0.4000,0.0283,2
37800.0,38700.0,10:30,-11022533#0,8.7900,8.3700,9.2100,0.5940,0.3800,0.3600,0.4000,0.0283,2
37800.0,38700.0,10:30,-11022533#2,8.8050,8.3700,9.2400,0.6152,0.3800,0.3600,0.4000,0.0283,2
37800.0,38700.0,10:30,-1112393351,13.8100,13.6800,13.9400,0.1838,0.0800,0.0800,0.0800,0.0000,2
37800.0,38700.0,10:30,-1301164218#0,9.4000,8.9000,9.9000,0.7071,0.2350,0.2200,0.2500,0.0212,2
37800.0,38700.0,10:30,-1301164218#3,9.4050,8.9000,9.9100,0.7142,0.2350,0.2200,0.2500,0.0212,2
37800.0,38700.0,10:30,-1301164219,9.4000,8.9000,9.9000,0.7071,0.2350,0.2200,0.2500,0.0212,2
37800.0,38700.0,10:30,-1305563481#1,8.4250,7.5500,9.3000,1.2374,0.1350,0.1200,0.1500,0.0212,2
37800.0,38700.0,10:30,-133499410#1,12.7000,11.1100,14.2900,2.2486,0.0900,0.0800,0.1000,0.0141,2
37800.0,38700.0,10:30,-133499410#2,12.5750,11.2600,13.8900,1.8597,0.0900,0.0800,0.1000,0.0141,2
37800.0,38700.0,10:30,-134063977#1,12.3400,12.3400,12.3400,0.0000,0.1800,0.1800,0.1800,0.0000,2
37800.0,38700.0,10:30,-13715475#1,8.1800,8.1800,8.1800,0.0000,0.0400,0.0400,0.0400,0.0000,1
37800.0,38700.0,10:30,-137355170,8.1000,7.2500,8.9500,1.2021,0.1350,0.1200,0.1500,0.0212,2
37800.0,38700.0,10:30,-1424789406#0,12.5600,11.2400,13.8800,1.8668,0.0900,0.0800,0.1000,0.0141,2
37800.0,38700.0,10:30,-172336694,9.3200,9.0400,9.6000,0.3960,0.1200,0.1200,0.1200,0.0000,2
37800.0,38700.0,10:30,-230820329#0,8.1000,7.9100,8.2900,0.2687,0.2750,0.2700,0.2800,0.0071,2
37800.0,38700.0,10:30,-230820329#1,8.1000,7.9100,8.2900,0.2687,0.2750,0.2700,0.2800,0.0071,2
37800.0,38700.0,10:30,-230820329#3,8.1000,7.9100,8.2900,0.2687,0.2750,0.2700,0.2800,0.0071,2
37800.0,38700.0,10:30,-230834613#0,8.1000,7.2500,8.9500,1.2021,0.1350,0.1200,0.1500,0.0212,2
37800.0,38700.0,10:30,-230834613#1,8.1000,7.2500,8.9500,1.2021,0.1350,0.1200,0.1500,0.0212,2
37800.0,38700.0,10:30,-230834613#2,8.1000,7.2500,8.9500,1.2021,0.1350,0.1200,0.1500,0.0212,2
37800.0,38700.0,10:30,-236455763#2,8.5200,7.7400,9.3000,1.1031,0.6600,0.6000,0.7200,0.0849,2
37800.0,38700.0,10:30,-2535038#0,12.3500,12.3500,12.3500,0.0000,0.1800,0.1800,0.1800,0.0000,2
37800.0,38700.0,10:30,-2535038#1,12.3400,12.3400,12.3400,0.0000,0.1800,0.1800,0.1800,0.0000,2
37800.0,38700.0,10:30,-2535038#3,12.3400,12.3400,12.3400,0.0000,0.1800,0.1800,0.1800,0.0000,2
37800.0,38700.0,10:30,-2535038#4,12.3700,12.3700,12.3700,0.0000,0.1800,0.1800,0.1800,0.0000,2
37800.0,38700.0,10:30,-2535039#2,9.0500,8.4500,9.6500,0.8485,0.3050,0.2600,0.3500,0.0636,2
37800.0,38700.0,10:30,-2535350#1,8.8250,7.9300,9.7200,1.2657,0.3800,0.3400,0.4200,0.0566,2
37800.0,38700.0,10:30,-2535381#2,8.0300,6.8800,9.1800,1.6263,0.1400,0.1200,0.1600,0.0283,2
37800.0,38700.0,10:30,-2535382#0,8.7750,7.8600,9.6900,1.2940,0.3800,0.3400,0.4200,0.0566,2
37800.0,38700.0,10:30,-2535383#0,13.0800,13.0800,13.0800,0.0000,0.3400,0.3400,0.3400,0.0000,2
37800.0,38700.0,10:30,-2535383#1,13.3300,13.3300,13.3300,0.0000,0.3300,0.3300,0.3300,0.0000,2
37800.0,38700.0,10:30,-2535383#2,13.0700,13.0700,13.0700,0.0000,0.3400,0.3400,0.3400,0.0000,2
37800.0,38700.0,10:30,-2535383#4,13.0700,13.0700,13.0700,0.0000,0.3400,0.3400,0.3400,0.0000,2
37800.0,38700.0,10:30,-2535383#5,12.3500,12.3500,12.3500,0.0000,0.1800,0.1800,0.1800,0.0000,2
37800.0,38700.0,10:30,-2543134#1,12.5750,11.2600,13.8900,1.8597,0.0900,0.0800,0.1000,0.0141,2
37800.0,38700.0,10:30,-2543333,12.8500,12.1600,13.5400,0.9758,0.3500,0.3300,0.3700,0.0283,2
37800.0,38700.0,10:30,-28907928#0,12.5050,11.1200,13.8900,1.9587,0.0900,0.0800,0.1000,0.0141,2
37800.0,38700.0,10:30,-28907928#1,12.7000,11.1100,14.2900,2.2486,0.0900,0.0800,0.1000,0.0141,2
37800.0,38700.0,10:30,-30278393#0,8.8450,8.7300,8.9600,0.1626,0.1250,0.1200,0.1300,0.0071,2
37800.0,38700.0,10:30,-30278393#1,8.8450,8.7300,8.9600,0.1626,0.1250,0.1200,0.1300,0.0071,2
37800.0,38700.0,10:30,-343036951,8.8450,8.7300,8.9600,0.1626,0.1250,0.1200,0.1300,0.0071,2
37800.0,38700.0,10:30,-380310114#0,8.8100,8.0900,9.5300,1.0182,0.1300,0.1200,0.1400,0.0141,2
37800.0,38700.0,10:30,-383327664#1,8.5450,7.7900,9.3000,1.0677,0.5250,0.4800,0.5700,0.0636,2
37800.0,38700.0,10:30,-383327664#3,8.5450,7.7900,9.3000,1.0677,0.5250,0.4800,0.5700,0.0636,2
37800.0,38700.0,10:30,-384828057#1,8.5450,7.7900,9.3000,1.0677,0.5250,0.4800,0.5700,0.0636,2
37800.0,38700.0,10:30,-39646561,13.8900,13.8900,13.8900,0.0000,0.0000,0.0000,0.0000,0.0000,1
37800.0,38700.0,10:30,-400886685#1,9.6050,8.5300,10.6800,1.5203,0.1150,0.1000,0.1300,0.0212,2
37800.0,38700.0,10:30,-400886689#0,8.3150,7.5700,9.0600,1.0536,0.4600,0.4500,0.4700,0.0141,2
37800.0,38700.0,10:30,-400886691#0,8.5450,7.7400,9.3500,1.1384,0.6550,0.5900,0.7200,0.0919,2
37800.0,38700.0,10:30,-401595498,10.0600,10.0600,10.0600,0.0000,0.1100,0.1100,0.1100,0.0000,1
37800.0,38700.0,10:30,-427821329#1,8.7300,8.5100,8.9500,0.3111,0.2550,0.2500,0.2600,0.0071,2
37800.0,38700.0,10:30,-427821329#2,8.7300,8.5100,8.9500,0.3111,0.2550,0.2500,0.2600,0.0071,2
37800.0,38700.0,10:30,-429206409,8.5450,7.7900,9.3000,1.0677,0.5250,0.4800,0.5700,0.0636,2
37800.0,38700.0,10:30,-449880197#1,9.4600,9.1300,9.7900,0.4667,0.1150,0.1100,0.1200,0.0071,2
37800.0,38700.0,10:30,-450227283#1,8.2500,7.5800,8.9200,0.9475,0.4050,0.3700,0.4400,0.0495,2
37800.0,38700.0,10:30,-451081200,12.5350,11.6700,13.4000,1.2233,0.2700,0.2500,0.2900,0.0283,2
37800.0,38700.0,10:30,-452105746#0,8.8100,8.0900,9.5300,1.0182,0.1300,0.1200,0.1400,0.0141,2
37800.0,38700.0,10:30,-452105746#1,8.8100,8.0900,9.5300,1.0182,0.1300,0.1200,0.1400,0.0141,2
37800.0,38700.0,10:30,-452105747,8.8100,8.0900,9.5300,1.0182,0.1300,0.1200,0.1400,0.0141,2
37800.0,38700.0,10:30,-456598077,12.9650,10.9000,15.0300,2.9204,0.1750,0.1500,0.2000,0.0354,2
37800.0,38700.0,10:30,-661903030,8.8050,8.3700,9.2400,0.6152,0.3800,0.3600,0.4000,0.0283,2
37800.0,38700.0,10:30,-68756016#1,9.4050,8.9000,9.9100,0.7142,0.2350,0.2200,0.2500,0.0212,2
37800.0,38700.0,10:30,-68756016#2,9.3950,8.8900,9.9000,0.7142,0.2350,0.2200,0.2500,0.0212,2
37800.0,38700.0,10:30,-68756016#3,9.4000,8.9000,9.9000,0.7071,0.2350,0.2200,0.2500,0.0212,2
37800.0,38700.0,10:30,-723584180#0,8.5550,7.3700,9.7400,1.6758,0.2650,0.2300,0.3000,0.0495,2
37800.0,38700.0,10:30,-723584180#2,8.5550,7.3700,9.7400,1.6758,0.2650,0.2300,0.3000,0.0495,2
37800.0,38700.0,10:30,-775996047#0,9.1550,7.9500,10.3600,1.7041,0.1250,0.1100,0.1400,0.0212,2
37800.0,38700.0,10:30,-775996047#1,9.1550,7.9500,10.3600,1.7041,0.1250,0.1100,0.1400,0.0212,2
37800.0,38700.0,10:30,-775996047#3,9.2650,8.0000,10.5300,1.7890,0.1250,0.1100,0.1400,0.0212,2
37800.0,38700.0,10:30,-775996047#4,9.1500,7.9500,10.3500,1.6971,0.1250,0.1100,0.1400,0.0212,2
37800.0,38700.0,10:30,-775996047#5,9.1550,7.9500,10.3600,1.7041,0.1250,0.1100,0.1400,0.0212,2
37800.0,38700.0,10:30,-79633771#1,8.5450,7.7900,9.3000,1.0677,0.5250,0.4800,0.5700,0.0636,2
37800.0,38700.0,10:30,-79633771#2,8.5450,7.7900,9.3000,1.0677,0.5250,0.4800,0.5700,0.0636,2
37800.0,38700.0,10:30,-837865886#0,8.1750,5.8200,10.5300,3.3305,0.1500,0.1100,0.1900,0.0566,2
37800.0,38700.0,10:30,-837865886#1,8.1750,5.8200,10.5300,3.3305,0.1500,0.1100,0.1900,0.0566,2
37800.0,38700.0,10:30,-887871736#0,12.5450,11.6700,13.4200,1.2374,0.2700,0.2500,0.2900,0.0283,2
37800.0,38700.0,10:30,-887871736#1,12.5150,11.6400,13.3900,1.2374,0.2700,0.2500,0.2900,0.0283,2
37800.0,38700.0,10:30,-926028935#1,8.8050,8.3700,9.2400,0.6152,0.3800,0.3600,0.4000,0.0283,2
37800.0,38700.0,10:30,-928691979#0,12.3500,12.3500,12.3500,0.0000,0.1800,0.1800,0.1800,0.0000,2
37800.0,38700.0,10:30,-990834100,8.7750,7.8600,9.6900,1.2940,0.3800,0.3400,0.4200,0.0566,2
37800.0,38700.0,10:30,1026085894#0,9.1550,7.9500,10.3600,1.7041,0.1250,0.1100,0.1400,0.0212,2
37800.0,38700.0,10:30,1026085894#1,9.1550,7.9500,10.3600,1.7041,0.1250,0.1100,0.1400,0.0212,2
37800.0,38700.0,10:30,1026085894#2,9.1550,7.9500,10.3600,1.7041,0.1250,0.1100,0.1400,0.0212,2
37800.0,38700.0,10:30,1026845806,14.4850,14.0500,14.9200,0.6152,0.0750,0.0700,0.0800,0.0071,2
37800.0,38700.0,10:30,104288999,8.9750,8.8400,9.1100,0.1909,0.1250,0.1200,0.1300,0.0071,2
37800.0,38700.0,10:30,1053066061#1,8.7500,8.6400,8.8600,0.1556,0.2550,0.2500,0.2600,0.0071,2
37800.0,38700.0,10:30,1053066062,8.7500,8.6400,8.8600,0.1556,0.2550,0.2500,0.2600,0.0071,2
37800.0,38700.0,10:30,1053066068#2,8.7050,7.4100,10.0000,1.8314,0.1300,0.1100,0.1500,0.0283,2
37800.0,38700.0,10:30,1053066068#4,8.7250,7.4500,10.0000,1.8031,0.1300,0.1100,0.1500,0.0283,2
37800.0,38700.0,10:30,1053979184#1,12.3500,12.3500,12.3500,0.0000,0.1800,0.1800,0.1800,0.0000,2
37800.0,38700.0,10:30,1053979387,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
37800.0,38700.0,10:30,1053979388#0,9.1550,7.9500,10.3600,1.7041,0.1250,0.1100,0.1400,0.0212,2
37800.0,38700.0,10:30,1053979388#2,9.1500,7.9500,10.3500,1.6971,0.1250,0.1100,0.1400,0.0212,2
37800.0,38700.0,10:30,1054418205,8.9800,8.4500,9.5100,0.7495,0.2450,0.2300,0.2600,0.0212,2
37800.0,38700.0,10:30,1058344629,12.8950,11.7100,14.0800,1.6758,0.1750,0.1600,0.1900,0.0212,2
37800.0,38700.0,10:30,1058344630,14.2900,14.2900,14.2900,0.0000,0.0800,0.0800,0.0800,0.0000,2
37800.0,38700.0,10:30,1058647170,9.5750,9.5100,9.6400,0.0919,0.1750,0.1200,0.2300,0.0778,2
37800.0,38700.0,10:30,1058647171#0,9.1600,8.2600,10.0600,1.2728,0.1200,0.1100,0.1300,0.0141,2
37800.0,38700.0,10:30,1058647171#1,9.1600,8.2600,10.0600,1.2728,0.0750,0.0400,0.1100,0.0495,2
37800.0,38700.0,10:30,1059369989,9.6050,8.5300,10.6800,1.5203,0.1150,0.1000,0.1300,0.0212,2
37800.0,38700.0,10:30,1082662006,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
37800.0,38700.0,10:30,1082665464,11.1000,11.1000,11.1000,0.0000,0.1000,0.1000,0.1000,0.0000,2
37800.0,38700.0,10:30,11018592,8.0050,7.8700,8.1400,0.1909,0.5550,0.5500,0.5600,0.0071,2
37800.0,38700.0,10:30,11022533#0,8.9800,8.4600,9.5000,0.7354,0.2450,0.2300,0.2600,0.0212,2
37800.0,38700.0,10:30,11022533#1,8.9800,8.4500,9.5100,0.7495,0.2450,0.2300,0.2600,0.0212,2
37800.0,38700.0,10:30,1112393351,13.2200,12.5000,13.9400,1.0182,0.1700,0.1600,0.1800,0.0141,2
37800.0,38700.0,10:30,1125715810,13.1750,12.4600,13.8900,1.0112,0.1700,0.1600,0.1800,0.0141,2
37800.0,38700.0,10:30,1149713177#0,8.8450,8.7300,8.9600,0.1626,0.1250,0.1200,0.1300,0.0071,2
37800.0,38700.0,10:30,1149713177#1,8.8450,8.7300,8.9600,0.1626,0.1250,0.1200,0.1300,0.0071,2
37800.0,38700.0,10:30,1177239772#0,12.8100,11.7300,13.8900,1.5274,0.0850,0.0800,0.0900,0.0071,2
37800.0,38700.0,10:30,1182960349#0,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
37800.0,38700.0,10:30,1220287663,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
37800.0,38700.0,10:30,1220287665,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
37800.0,38700.0,10:30,1220287666,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
37800.0,38700.0,10:30,1301148626#0,7.9850,6.4500,9.5200,2.1708,0.1450,0.1200,0.1700,0.0354,2
37800.0,38700.0,10:30,1301148626#1,7.9800,6.4600,9.5000,2.1496,0.1450,0.1200,0.1700,0.0354,2
37800.0,38700.0,10:30,1301148626#3,7.9800,6.4600,9.5000,2.1496,0.1450,0.1200,0.1700,0.0354,2
37800.0,38700.0,10:30,1301164218#0,9.1600,8.2600,10.0600,1.2728,0.1200,0.1100,0.1300,0.0141,2
37800.0,38700.0,10:30,1301164218#1,9.1600,8.2600,10.0600,1.2728,0.1200,0.1100,0.1300,0.0141,2
37800.0,38700.0,10:30,1301164219,9.1600,8.2600,10.0600,1.2728,0.1200,0.1100,0.1300,0.0141,2
37800.0,38700.0,10:30,1305563481#0,8.2350,7.9800,8.4900,0.3606,0.2700,0.2600,0.2800,0.0141,2
37800.0,38700.0,10:30,1315301899#0,11.5000,10.7000,12.3000,1.1314,0.1950,0.1800,0.2100,0.0212,2
37800.0,38700.0,10:30,1315301900#0,8.8450,8.7300,8.9600,0.1626,0.1250,0.1200,0.1300,0.0071,2
37800.0,38700.0,10:30,1317973871,8.1800,5.8200,10.5400,3.3375,0.1500,0.1100,0.1900,0.0566,2
37800.0,38700.0,10:30,134063971,8.9800,8.4500,9.5100,0.7495,0.2450,0.2300,0.2600,0.0212,2
37800.0,38700.0,10:30,134063977#0,13.9000,13.9000,13.9000,0.0000,0.0800,0.0800,0.0800,0.0000,2
37800.0,38700.0,10:30,134063977#2,12.3500,12.3500,12.3500,0.0000,0.1800,0.1800,0.1800,0.0000,2
37800.0,38700.0,10:30,134136437#0,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
37800.0,38700.0,10:30,134411713#0,8.9800,8.4500,9.5100,0.7495,0.2450,0.2300,0.2600,0.0212,2
37800.0,38700.0,10:30,134411713#2,8.9800,8.4500,9.5100,0.7495,0.2450,0.2300,0.2600,0.0212,2
37800.0,38700.0,10:30,134818126#0,11.1000,11.1000,11.1000,0.0000,0.1000,0.1000,0.1000,0.0000,2
37800.0,38700.0,10:30,134818126#1,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
37800.0,38700.0,10:30,1361717374#2,8.9750,8.4400,9.5100,0.7566,0.2450,0.2300,0.2600,0.0212,2
37800.0,38700.0,10:30,1364018960,13.6700,13.6700,13.6700,0.0000,0.0800,0.0800,0.0800,0.0000,2
37800.0,38700.0,10:30,13715475#1,8.8150,8.1800,9.4500,0.8980,0.0700,0.0000,0.1400,0.0990,2
37800.0,38700.0,10:30,1386311780#1,12.5050,11.1200,13.8900,1.9587,0.0900,0.0800,0.1000,0.0141,2
37800.0,38700.0,10:30,1386311796#1,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
37800.0,38700.0,10:30,14135257#0,13.1750,12.4600,13.8900,1.0112,0.1700,0.1600,0.1800,0.0141,2
37800.0,38700.0,10:30,14135257#1,13.1750,12.4600,13.8900,1.0112,0.1700,0.1600,0.1800,0.0141,2
37800.0,38700.0,10:30,14135257#2,13.1750,12.4600,13.8900,1.0112,0.1700,0.1600,0.1800,0.0141,2
37800.0,38700.0,10:30,14135257#3,13.1750,12.4600,13.8900,1.0112,0.1700,0.1600,0.1800,0.0141,2
37800.0,38700.0,10:30,1424789401#0,8.8450,8.7300,8.9600,0.1626,0.1250,0.1200,0.1300,0.0071,2
37800.0,38700.0,10:30,1424789401#1,8.8450,8.7300,8.9600,0.1626,0.1250,0.1200,0.1300,0.0071,2
37800.0,38700.0,10:30,1424789402,9.0950,8.8900,9.3000,0.2899,0.2450,0.2400,0.2500,0.0071,2
37800.0,38700.0,10:30,1424789403#0,8.0300,6.8800,9.1800,1.6263,0.1400,0.1200,0.1600,0.0283,2
37800.0,38700.0,10:30,1424789403#1,8.0300,6.8800,9.1800,1.6263,0.1400,0.1200,0.1600,0.0283,2
37800.0,38700.0,10:30,146605605#2,7.9800,6.4600,9.5000,2.1496,0.1450,0.1200,0.1700,0.0354,2
37800.0,38700.0,10:30,161182809,8.9800,8.4500,9.5100,0.7495,0.2450,0.2300,0.2600,0.0212,2
37800.0,38700.0,10:30,172336694,9.3200,9.0400,9.6000,0.3960,0.1200,0.1200,0.1200,0.0000,2
37800.0,38700.0,10:30,230820329#0,8.2350,7.9800,8.4900,0.3606,0.2700,0.2600,0.2800,0.0141,2
37800.0,38700.0,10:30,230820329#1,8.2350,7.9800,8.4900,0.3606,0.2700,0.2600,0.2800,0.0141,2
37800.0,38700.0,10:30,230820329#2,8.2350,7.9800,8.4900,0.3606,0.2700,0.2600,0.2800,0.0141,2
37800.0,38700.0,10:30,236455763#1,8.9800,8.4500,9.5100,0.7495,0.2450,0.2300,0.2600,0.0212,2
37800.0,38700.0,10:30,2534525#3,9.6050,8.5300,10.6800,1.5203,0.1150,0.1000,0.1300,0.0212,2
37800.0,38700.0,10:30,2535038#0,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
37800.0,38700.0,10:30,2535038#1,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
