interval_begin_s,interval_end_s,interval_begin_hhmm,edge_id,speed_mean_ms,speed_min_ms,speed_max_ms,speed_std_ms,density_mean_vkl,density_min_vkl,density_max_vkl,density_std_vkl,n_runs
38700.0,39600.0,10:45,455476281#0,8.5700,8.5400,8.6000,0.0424,0.6500,0.6500,0.6500,0.0000,2
38700.0,39600.0,10:45,455476281#1,8.6100,8.5900,8.6300,0.0283,0.7750,0.7700,0.7800,0.0071,2
38700.0,39600.0,10:45,456194040#0,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
38700.0,39600.0,10:45,456194040#3,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
38700.0,39600.0,10:45,456598077,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
38700.0,39600.0,10:45,4609278,12.8200,12.8200,12.8200,0.0000,0.2600,0.2600,0.2600,0.0000,2
38700.0,39600.0,10:45,461119575#0,10.9700,10.9700,10.9700,0.0000,0.1000,0.1000,0.1000,0.0000,2
38700.0,39600.0,10:45,461119575#1,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
38700.0,39600.0,10:45,461119575#3,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
38700.0,39600.0,10:45,461119579,12.3050,12.2200,12.3900,0.1202,0.3600,0.3600,0.3600,0.0000,2
38700.0,39600.0,10:45,4692270#2,8.5850,8.5300,8.6400,0.0778,0.5150,0.5100,0.5200,0.0071,2
38700.0,39600.0,10:45,4692270#3,8.5900,8.5300,8.6500,0.0849,0.5150,0.5100,0.5200,0.0071,2
38700.0,39600.0,10:45,4725794#1,11.6900,11.6900,11.6900,0.0000,0.1000,0.1000,0.1000,0.0000,1
38700.0,39600.0,10:45,4725927,13.4250,12.9600,13.8900,0.6576,0.0600,0.0600,0.0600,0.0000,2
38700.0,39600.0,10:45,4728900#1,9.5300,8.9500,10.1100,0.8202,0.2350,0.2200,0.2500,0.0212,2
38700.0,39600.0,10:45,538540588#0,9.3650,9.2200,9.5100,0.2051,0.1200,0.1200,0.1200,0.0000,2
38700.0,39600.0,10:45,538540588#1,9.3650,9.2200,9.5100,0.2051,0.1200,0.1200,0.1200,0.0000,2
38700.0,39600.0,10:45,538996580#0,9.2750,7.9500,10.6000,1.8738,0.1200,0.1000,0.1400,0.0283,2
38700.0,39600.0,10:45,592336476#0,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
38700.0,39600.0,10:45,592336476#2,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
38700.0,39600.0,10:45,609715705,9.3650,9.2200,9.5100,0.2051,0.1200,0.1200,0.1200,0.0000,2
38700.0,39600.0,10:45,645694987#1,9.9750,8.1700,11.7800,2.5527,0.1150,0.0900,0.1400,0.0354,2
38700.0,39600.0,10:45,645694987#2,9.9750,8.1700,11.7800,2.5527,0.1150,0.0900,0.1400,0.0354,2
38700.0,39600.0,10:45,650010534,12.1250,12.0300,12.2200,0.1344,0.3650,0.3600,0.3700,0.0071,2
38700.0,39600.0,10:45,661903030,8.7350,8.5500,8.9200,0.2616,0.8900,0.8700,0.9100,0.0283,2
38700.0,39600.0,10:45,670737514#0,9.1350,8.6700,9.6000,0.6576,0.1250,0.1200,0.1300,0.0071,2
38700.0,39600.0,10:45,673497910#1,9.1350,8.6700,9.6000,0.6576,0.1250,0.1200,0.1300,0.0071,2
38700.0,39600.0,10:45,68756019#0,11.4900,10.6700,12.3100,1.1597,0.1950,0.1800,0.2100,0.0212,2
38700.0,39600.0,10:45,68756019#1,12.2000,11.5800,12.8200,0.8768,0.2750,0.2600,0.2900,0.0212,2
38700.0,39600.0,10:45,68756019#3,12.2000,11.5800,12.8200,0.8768,0.2750,0.2600,0.2900,0.0212,2
38700.0,39600.0,10:45,68756023#1,12.5250,12.3700,12.6800,0.2192,0.2650,0.2600,0.2700,0.0071,2
38700.0,39600.0,10:45,68756043#0,12.1250,12.0300,12.2200,0.1344,0.3650,0.3600,0.3700,0.0071,2
38700.0,39600.0,10:45,68756043#1,12.1250,12.0300,12.2200,0.1344,0.3650,0.3600,0.3700,0.0071,2
38700.0,39600.0,10:45,68756056#0,11.6300,11.1900,12.0700,0.6223,0.4800,0.4600,0.5000,0.0283,2
38700.0,39600.0,10:45,68756056#1,11.6100,11.1900,12.0300,0.5940,0.4800,0.4600,0.5000,0.0283,2
38700.0,39600.0,10:45,68756056#2,11.6350,11.1900,12.0800,0.6293,0.4800,0.4600,0.5000,0.0283,2
38700.0,39600.0,10:45,68756056#4,11.4750,10.9200,12.0300,0.7849,0.3900,0.3700,0.4100,0.0283,2
38700.0,39600.0,10:45,68756101,13.5600,13.3300,13.7900,0.3253,0.1650,0.1600,0.1700,0.0071,2
38700.0,39600.0,10:45,694151967#0,8.4400,7.7500,9.1300,0.9758,0.1300,0.1200,0.1400,0.0141,2
38700.0,39600.0,10:45,694151967#1,8.4400,7.7500,9.1300,0.9758,0.1300,0.1200,0.1400,0.0141,2
38700.0,39600.0,10:45,694151967#2,8.4400,7.7500,9.1300,0.9758,0.1300,0.1200,0.1400,0.0141,2
38700.0,39600.0,10:45,694151967#4,8.7450,8.6200,8.8700,0.1768,0.3850,0.3800,0.3900,0.0071,2
38700.0,39600.0,10:45,694151967#5,8.7450,8.6200,8.8700,0.1768,0.3850,0.3800,0.3900,0.0071,2
38700.0,39600.0,10:45,717611302,12.1450,11.9400,12.3500,0.2899,0.1850,0.1800,0.1900,0.0071,2
38700.0,39600.0,10:45,717611307#0,12.1400,11.9400,12.3400,0.2828,0.1850,0.1800,0.1900,0.0071,2
38700.0,39600.0,10:45,717611307#1,12.3100,12.1200,12.5000,0.2687,0.1800,0.1800,0.1800,0.0000,2
38700.0,39600.0,10:45,723584180#0,8.4500,8.3300,8.5700,0.1697,0.3950,0.3900,0.4000,0.0071,2
38700.0,39600.0,10:45,723584180#1,8.4500,8.3300,8.5700,0.1697,0.3950,0.3900,0.4000,0.0071,2
38700.0,39600.0,10:45,729244957#1,12.1900,10.4900,13.8900,2.4042,0.0950,0.0800,0.1100,0.0212,2
38700.0,39600.0,10:45,775996047#0,8.4400,7.7500,9.1300,0.9758,0.1300,0.1200,0.1400,0.0141,2
38700.0,39600.0,10:45,775996047#1,8.4400,7.7500,9.1300,0.9758,0.1300,0.1200,0.1400,0.0141,2
38700.0,39600.0,10:45,775996047#3,8.3900,7.6900,9.0900,0.9899,0.1300,0.1200,0.1400,0.0141,2
38700.0,39600.0,10:45,775996047#4,8.4400,7.7500,9.1300,0.9758,0.1300,0.1200,0.1400,0.0141,2
38700.0,39600.0,10:45,775996047#5,8.4400,7.7500,9.1300,0.9758,0.1300,0.1200,0.1400,0.0141,2
38700.0,39600.0,10:45,79630980#1,9.2800,7.9500,10.6100,1.8809,0.1200,0.1000,0.1400,0.0283,2
38700.0,39600.0,10:45,79630980#2,9.2700,7.9500,10.5900,1.8668,0.1200,0.1000,0.1400,0.0283,2
38700.0,39600.0,10:45,79630980#3,9.2750,7.9500,10.6000,1.8738,0.1200,0.1000,0.1400,0.0283,2
38700.0,39600.0,10:45,79633751,9.2500,7.9300,10.5700,1.8668,0.1250,0.1100,0.1400,0.0212,2
38700.0,39600.0,10:45,79633771#0,8.7350,8.5500,8.9200,0.2616,0.8900,0.8700,0.9100,0.0283,2
38700.0,39600.0,10:45,79633771#2,8.7350,8.5500,8.9200,0.2616,0.8900,0.8700,0.9100,0.0283,2
38700.0,39600.0,10:45,817325560,9.1350,8.6700,9.6000,0.6576,0.1250,0.1200,0.1300,0.0071,2
38700.0,39600.0,10:45,830416769,12.3100,12.1200,12.5000,0.2687,0.1800,0.1800,0.1800,0.0000,2
38700.0,39600.0,10:45,83207316,12.0950,11.6600,12.5300,0.6152,0.2800,0.2700,0.2900,0.0141,2
38700.0,39600.0,10:45,837865886#0,8.4850,8.3400,8.6300,0.2051,0.1300,0.1300,0.1300,0.0000,2
38700.0,39600.0,10:45,837865886#1,8.4850,8.3400,8.6300,0.2051,0.1300,0.1300,0.1300,0.0000,2
38700.0,39600.0,10:45,858813354#0,13.3900,13.1200,13.6600,0.3818,0.1650,0.1600,0.1700,0.0071,2
38700.0,39600.0,10:45,883193661#0,13.5700,13.3600,13.7800,0.2970,0.0800,0.0800,0.0800,0.0000,2
38700.0,39600.0,10:45,887871736#0,12.3350,12.2200,12.4500,0.1626,0.5450,0.5400,0.5500,0.0071,2
38700.0,39600.0,10:45,887871736#1,12.3500,12.2300,12.4700,0.1697,0.5400,0.5300,0.5500,0.0141,2
38700.0,39600.0,10:45,912997280,9.5300,8.9500,10.1100,0.8202,0.2350,0.2200,0.2500,0.0212,2
38700.0,39600.0,10:45,913001041,12.8200,12.8200,12.8200,0.0000,0.2600,0.2600,0.2600,0.0000,2
38700.0,39600.0,10:45,913008650,12.2650,11.7600,12.7700,0.7142,0.2700,0.2600,0.2800,0.0141,2
38700.0,39600.0,10:45,926028935#0,8.7650,8.6100,8.9200,0.2192,1.0150,1.0000,1.0300,0.0212,2
38700.0,39600.0,10:45,94511068#0,9.0650,8.6100,9.5200,0.6435,0.1250,0.1200,0.1300,0.0071,2
38700.0,39600.0,10:45,94511068#1,9.0650,8.6100,9.5200,0.6435,0.1250,0.1200,0.1300,0.0071,2
38700.0,39600.0,10:45,953082529#1,12.1850,10.4800,13.8900,2.4112,0.0950,0.0800,0.1100,0.0212,2
38700.0,39600.0,10:45,953082529#2,12.1450,10.0000,14.2900,3.0335,0.0950,0.0800,0.1100,0.0212,2
38700.0,39600.0,10:45,953082529#3,12.1900,10.4900,13.8900,2.4042,0.0950,0.0800,0.1100,0.0212,2
38700.0,39600.0,10:45,956982233#1,8.6100,8.5900,8.6300,0.0283,0.7750,0.7700,0.7800,0.0071,2
38700.0,39600.0,10:45,985837487,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-1025366406,9.1450,9.0100,9.2800,0.1909,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,-1026085894#0,9.3150,9.0400,9.5900,0.3889,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,-1026085894#1,9.3200,9.0400,9.6000,0.3960,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,-1026085894#2,9.3150,9.0400,9.5900,0.3889,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,-1026845806,13.4100,12.9300,13.8900,0.6788,0.0500,0.0200,0.0800,0.0424,2
39600.0,40500.0,11:00,-1033369174,9.1200,8.6200,9.6200,0.7071,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-1033369176#0,8.9250,8.1500,9.7000,1.0960,0.2500,0.2300,0.2700,0.0283,2
39600.0,40500.0,11:00,-1053066061#2,9.2400,8.4500,10.0300,1.1172,0.1200,0.1100,0.1300,0.0141,2
39600.0,40500.0,11:00,-1053066068#1,9.2400,8.4500,10.0300,1.1172,0.1200,0.1100,0.1300,0.0141,2
39600.0,40500.0,11:00,-1053066068#3,9.2450,8.4500,10.0400,1.1243,0.1200,0.1100,0.1300,0.0141,2
39600.0,40500.0,11:00,-1053066068#4,9.2000,8.4000,10.0000,1.1314,0.1200,0.1100,0.1300,0.0141,2
39600.0,40500.0,11:00,-1053979184#1,13.9000,13.9000,13.9000,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-1053979387,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-1053979388#1,9.3200,9.0400,9.6000,0.3960,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,-1054418205,9.1150,9.1100,9.1200,0.0071,0.6600,0.6100,0.7100,0.0707,2
39600.0,40500.0,11:00,-11022533#0,9.1100,9.1100,9.1100,0.0000,0.6700,0.6100,0.7300,0.0849,2
39600.0,40500.0,11:00,-11022533#2,9.1050,9.1000,9.1100,0.0071,0.6700,0.6100,0.7300,0.0849,2
39600.0,40500.0,11:00,-1112393351,12.1350,11.9300,12.3400,0.2899,0.1850,0.1800,0.1900,0.0071,2
39600.0,40500.0,11:00,-1294734838#0,8.8450,7.6900,10.0000,1.6334,0.1250,0.1100,0.1400,0.0212,2
39600.0,40500.0,11:00,-1301164218#0,9.8450,9.0600,10.6300,1.1102,0.1100,0.1000,0.1200,0.0141,2
39600.0,40500.0,11:00,-1301164218#3,9.8450,9.0600,10.6300,1.1102,0.1100,0.1000,0.1200,0.0141,2
39600.0,40500.0,11:00,-1301164219,9.8400,9.0600,10.6200,1.1031,0.1100,0.1000,0.1200,0.0141,2
39600.0,40500.0,11:00,-1305563481#1,9.1200,8.6200,9.6200,0.7071,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-1305563481#2,9.1100,8.6100,9.6100,0.7071,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-1305563481#3,9.1050,8.6000,9.6100,0.7142,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-1305563481#5,9.1150,8.6200,9.6100,0.7000,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-1315301900#2,9.2400,8.4500,10.0300,1.1172,0.1200,0.1100,0.1300,0.0141,2
39600.0,40500.0,11:00,-134063977#1,13.8800,13.8800,13.8800,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-134818130#0,13.5050,13.1200,13.8900,0.5445,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-134818130#1,13.5100,13.1300,13.8900,0.5374,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-16312517,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
39600.0,40500.0,11:00,-230819128,13.3900,12.8900,13.8900,0.7071,0.1650,0.1600,0.1700,0.0071,2
39600.0,40500.0,11:00,-230820329#0,9.1200,8.6200,9.6200,0.7071,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-230820329#1,9.1200,8.6200,9.6200,0.7071,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-230820329#3,9.1200,8.6200,9.6200,0.7071,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-236455763#2,8.9700,8.9200,9.0200,0.0707,0.3700,0.3700,0.3700,0.0000,2
39600.0,40500.0,11:00,-2535038#3,13.8900,13.8900,13.8900,0.0000,0.1600,0.1600,0.1600,0.0000,2
39600.0,40500.0,11:00,-2535038#4,13.8200,13.8200,13.8200,0.0000,0.1600,0.1600,0.1600,0.0000,2
39600.0,40500.0,11:00,-2535039#2,9.3150,8.6700,9.9600,0.9122,0.2050,0.1500,0.2600,0.0778,2
39600.0,40500.0,11:00,-2535350#1,9.3900,9.2000,9.5800,0.2687,0.2350,0.2300,0.2400,0.0071,2
39600.0,40500.0,11:00,-2535382#0,9.2400,8.4500,10.0300,1.1172,0.1200,0.1100,0.1300,0.0141,2
39600.0,40500.0,11:00,-2535383#0,14.7100,14.7100,14.7100,0.0000,0.2300,0.2300,0.2300,0.0000,2
39600.0,40500.0,11:00,-2535383#1,15.0000,15.0000,15.0000,0.0000,0.2200,0.2200,0.2200,0.0000,2
39600.0,40500.0,11:00,-2535383#2,14.7100,14.7100,14.7100,0.0000,0.2300,0.2300,0.2300,0.0000,2
39600.0,40500.0,11:00,-2535383#4,15.1500,15.1500,15.1500,0.0000,0.1500,0.1500,0.1500,0.0000,2
39600.0,40500.0,11:00,-2535383#5,16.6700,16.6700,16.6700,0.0000,0.0700,0.0700,0.0700,0.0000,2
39600.0,40500.0,11:00,-2543332#0,8.7700,8.7100,8.8300,0.0849,0.1300,0.1300,0.1300,0.0000,2
39600.0,40500.0,11:00,-2543332#1,8.7700,8.7100,8.8300,0.0849,0.1300,0.1300,0.1300,0.0000,2
39600.0,40500.0,11:00,-2543332#4,8.7700,8.7100,8.8300,0.0849,0.1300,0.1300,0.1300,0.0000,2
39600.0,40500.0,11:00,-30278393#0,8.6200,8.0900,9.1500,0.7495,0.1300,0.1200,0.1400,0.0141,2
39600.0,40500.0,11:00,-30278393#1,8.6200,8.0900,9.1500,0.7495,0.1300,0.1200,0.1400,0.0141,2
39600.0,40500.0,11:00,-344669635,13.5150,13.2200,13.8100,0.4172,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-361257028#0,8.7700,8.7100,8.8300,0.0849,0.1300,0.1300,0.1300,0.0000,2
39600.0,40500.0,11:00,-380310114#0,8.7550,8.2400,9.2700,0.7283,0.2550,0.2400,0.2700,0.0212,2
39600.0,40500.0,11:00,-380310114#3,8.7550,8.2400,9.2700,0.7283,0.2550,0.2400,0.2700,0.0212,2
39600.0,40500.0,11:00,-38101989#0,13.9000,13.9000,13.9000,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-38101989#1,13.9000,13.9000,13.9000,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-38101989#2,13.9000,13.9000,13.9000,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-38101989#3,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-383327664#1,8.9700,8.9200,9.0200,0.0707,0.3700,0.3700,0.3700,0.0000,2
39600.0,40500.0,11:00,-383327664#3,8.9700,8.9200,9.0200,0.0707,0.3700,0.3700,0.3700,0.0000,2
39600.0,40500.0,11:00,-384828057#1,9.1150,9.1000,9.1300,0.0212,0.4900,0.4900,0.4900,0.0000,2
39600.0,40500.0,11:00,-400886685#1,8.8150,8.8100,8.8200,0.0071,0.1300,0.1300,0.1300,0.0000,2
39600.0,40500.0,11:00,-400886689#0,8.7000,8.5100,8.8900,0.2687,0.1300,0.1300,0.1300,0.0000,2
39600.0,40500.0,11:00,-400886691#0,8.7000,8.5100,8.8900,0.2687,0.1300,0.1300,0.1300,0.0000,2
39600.0,40500.0,11:00,-429206409,8.9700,8.9200,9.0200,0.0707,0.3700,0.3700,0.3700,0.0000,2
39600.0,40500.0,11:00,-449880197#1,8.9550,8.7100,9.2000,0.3465,0.2500,0.2400,0.2600,0.0141,2
39600.0,40500.0,11:00,-450227283#1,8.7100,8.5500,8.8700,0.2263,0.1300,0.1300,0.1300,0.0000,2
39600.0,40500.0,11:00,-452105747,8.9400,8.3400,9.5400,0.8485,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-455063592,13.4100,12.9300,13.8900,0.6788,0.0850,0.0800,0.0900,0.0071,2
39600.0,40500.0,11:00,-4652433,13.7200,13.5500,13.8900,0.2404,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-661903030,9.1500,9.1100,9.1900,0.0566,0.6050,0.6000,0.6100,0.0071,2
39600.0,40500.0,11:00,-670737514#1,9.1200,8.6200,9.6200,0.7071,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-681388530#0,13.7200,13.5500,13.8900,0.2404,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-681388530#1,13.7250,13.5600,13.8900,0.2333,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-68756016#1,9.8400,9.0600,10.6200,1.1031,0.1100,0.1000,0.1200,0.0141,2
39600.0,40500.0,11:00,-68756016#2,9.8500,9.0700,10.6300,1.1031,0.1100,0.1000,0.1200,0.0141,2
39600.0,40500.0,11:00,-68756016#3,9.8400,9.0500,10.6300,1.1172,0.1100,0.1000,0.1200,0.0141,2
39600.0,40500.0,11:00,-692881756#0,9.1200,8.6200,9.6200,0.7071,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-775996047#0,9.3200,9.0400,9.6000,0.3960,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,-775996047#1,9.3200,9.0400,9.6000,0.3960,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,-775996047#3,9.3050,9.0900,9.5200,0.3041,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,-775996047#4,9.3200,9.0400,9.6000,0.3960,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,-775996047#5,9.3150,9.0400,9.5900,0.3889,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,-779932972#0,12.7550,11.6100,13.9000,1.6193,0.0900,0.0800,0.1000,0.0141,2
39600.0,40500.0,11:00,-779932972#1,12.7450,11.6000,13.8900,1.6193,0.0900,0.0800,0.1000,0.0141,2
39600.0,40500.0,11:00,-79633771#1,9.1500,9.1100,9.1900,0.0566,0.6050,0.6000,0.6100,0.0071,2
39600.0,40500.0,11:00,-79633771#2,9.1500,9.1100,9.1900,0.0566,0.6050,0.6000,0.6100,0.0071,2
39600.0,40500.0,11:00,-817325560,9.1200,8.6200,9.6200,0.7071,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,-83207313#2,13.7200,13.5500,13.8900,0.2404,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-926028935#1,9.1500,9.1100,9.1900,0.0566,0.6050,0.6000,0.6100,0.0071,2
39600.0,40500.0,11:00,-928691979#0,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-988616601#0,13.5100,13.1300,13.8900,0.5374,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-988616601#1,13.5250,13.1200,13.9300,0.5728,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,-990834100,9.3700,9.0700,9.6700,0.4243,0.2350,0.2300,0.2400,0.0071,2
39600.0,40500.0,11:00,1026085894#0,9.3200,9.0400,9.6000,0.3960,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,1026085894#1,9.3200,9.0400,9.6000,0.3960,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,1026085894#2,9.3150,9.0400,9.5900,0.3889,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,1026845806,13.5150,13.2200,13.8100,0.4172,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,1033369176#1,8.7500,7.7300,9.7700,1.4425,0.1250,0.1100,0.1400,0.0212,2
39600.0,40500.0,11:00,104288999,9.3000,9.1000,9.5000,0.2828,0.2350,0.2300,0.2400,0.0071,2
39600.0,40500.0,11:00,1053066061#1,9.8400,9.0600,10.6200,1.1031,0.1100,0.1000,0.1200,0.0141,2
39600.0,40500.0,11:00,1053066062,9.8400,9.0600,10.6200,1.1031,0.1100,0.1000,0.1200,0.0141,2
39600.0,40500.0,11:00,1053979387,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,1053979388#0,9.3200,9.0400,9.6000,0.3960,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,1053979388#2,9.3150,9.0400,9.5900,0.3889,0.1200,0.1200,0.1200,0.0000,2
39600.0,40500.0,11:00,1054418205,9.4200,8.6700,10.1700,1.0607,0.2400,0.2200,0.2600,0.0283,2
39600.0,40500.0,11:00,1058344629,12.9850,12.2900,13.6800,0.9829,0.2550,0.2400,0.2700,0.0212,2
39600.0,40500.0,11:00,1058344630,13.8100,13.3300,14.2900,0.6788,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,1058647170,9.4200,8.6700,10.1700,1.0607,0.2400,0.2200,0.2600,0.0283,2
39600.0,40500.0,11:00,1058647171#0,9.0400,8.3200,9.7600,1.0182,0.1200,0.1100,0.1300,0.0141,2
39600.0,40500.0,11:00,11018592,9.4650,9.2600,9.6700,0.2899,0.0850,0.0800,0.0900,0.0071,2
39600.0,40500.0,11:00,11018597#0,13.5150,13.2200,13.8100,0.4172,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,11018597#1,13.1600,13.1000,13.2200,0.0849,0.1200,0.0800,0.1600,0.0566,2
39600.0,40500.0,11:00,11022533#0,9.4200,8.6600,10.1800,1.0748,0.2400,0.2200,0.2600,0.0283,2
39600.0,40500.0,11:00,11022533#1,9.4250,8.6800,10.1700,1.0536,0.2400,0.2200,0.2600,0.0283,2
39600.0,40500.0,11:00,1149713177#0,8.6200,8.0900,9.1500,0.7495,0.1300,0.1200,0.1400,0.0141,2
39600.0,40500.0,11:00,1149713177#1,8.6200,8.0900,9.1500,0.7495,0.1300,0.1200,0.1400,0.0141,2
39600.0,40500.0,11:00,1177239772#0,11.1100,11.1100,11.1100,0.0000,0.1000,0.1000,0.1000,0.0000,2
39600.0,40500.0,11:00,1220287665,13.1500,13.0600,13.2400,0.1273,0.0850,0.0800,0.0900,0.0071,2
39600.0,40500.0,11:00,1294734838#0,8.8450,7.6900,10.0000,1.6334,0.1250,0.1100,0.1400,0.0212,2
39600.0,40500.0,11:00,1294734838#1,8.7500,7.7300,9.7700,1.4425,0.1250,0.1100,0.1400,0.0212,2
39600.0,40500.0,11:00,1305563481#0,9.1200,8.6200,9.6200,0.7071,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,1305563481#2,9.1150,8.6200,9.6100,0.7000,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,1305563481#3,9.1050,8.6000,9.6100,0.7142,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,1305563481#4,9.1200,8.6200,9.6200,0.7071,0.1250,0.1200,0.1300,0.0071,2
39600.0,40500.0,11:00,1315301899#0,12.8500,12.1100,13.5900,1.0465,0.1700,0.1600,0.1800,0.0141,2
39600.0,40500.0,11:00,134063971,9.4250,8.6800,10.1700,1.0536,0.2400,0.2200,0.2600,0.0283,2
39600.0,40500.0,11:00,134063977#0,13.9000,13.9000,13.9000,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,134063977#2,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,134136443,8.7700,8.7100,8.8300,0.0849,0.1300,0.1300,0.1300,0.0000,2
39600.0,40500.0,11:00,134411713#0,9.4250,8.6800,10.1700,1.0536,0.2400,0.2200,0.2600,0.0283,2
39600.0,40500.0,11:00,134411713#2,9.4250,8.6800,10.1700,1.0536,0.2400,0.2200,0.2600,0.0283,2
39600.0,40500.0,11:00,134818126#0,13.5050,13.1300,13.8800,0.5303,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,134818126#1,13.5100,13.1300,13.8900,0.5374,0.0550,0.0300,0.0800,0.0354,2
39600.0,40500.0,11:00,1361717374#2,9.4200,8.6800,10.1600,1.0465,0.2400,0.2200,0.2600,0.0283,2
39600.0,40500.0,11:00,1364018960,13.2300,13.2300,13.2300,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,13715475#0,8.8350,8.7700,8.9000,0.0919,0.2500,0.2500,0.2500,0.0000,2
39600.0,40500.0,11:00,137355170,7.4700,7.2200,7.7200,0.3536,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,1386311778#1,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,1386311779#0,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,1386311780#1,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
39600.0,40500.0,11:00,1386311787#0,13.8900,13.8900,13.8900,0.0000,0.0800,0.0800,0.0800,0.0000,2
